"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
1607,"Campanha 607","2022-01-04","2022-01-08","60477.61","Publico Alvo 3","Redes Sociais",NULL,"10.92","2000000"
1608,"Campanha 608","2024-10-28","2024-11-05",NULL,"Publico Alvo 4","Google","Divulgação","11.40","4000000"
1609,"Campanha 609","2022-01-31","2022-02-15","43716.89","Publico Alvo 5","Sites de Notícias",NULL,"20.70","2000000"
1610,"Campanha 610","2022-10-05","2022-11-03",NULL,"Publico Alvo 1","Sites de Notícias","Mais Seguidores","25.27","9000000"
1611,"Campanha 611","2024-02-20","2024-03-02",NULL,"Publico Alvo 2","Redes Sociais","Promocional","25.81","5000000"
1612,"Campanha 612","2022-08-23","2022-09-15","92048.20","Publico Alvo 3","Redes Sociais","Promocional","23.01","2000000"
1613,"Campanha 613","2025-01-15","2025-02-02","94718.45","Publico Alvo 4",NULL,"Divulgação","25.88","9000000"
1614,"Campanha 614","2023-10-22","2023-11-10",NULL,"Publico Alvo 5","Google","Divulgação","20.30","5000000"
1615,"Campanha 615","2024-05-16","2024-05-17","66837.92","Publico Alvo 1","Sites de Notícias",NULL,"29.56","1000000"
1616,"Campanha 616","2022-11-06","2022-11-23",NULL,"Publico Alvo 2",NULL,"Divulgação","23.37","3000000"
1617,"Campanha 617","2024-11-15","2024-12-03","29074.48","Publico Alvo 3",NULL,"Divulgação","21.52","10000000"
1618,"Campanha 618","2021-06-30","2021-07-16","97789.21","Publico Alvo 4",NULL,"Mais Seguidores","11.22","4000000"
1619,"Campanha 619","2024-03-17","2024-04-11",NULL,"Publico Alvo 5",NULL,"Promocional","18.95","2000000"
1620,"Campanha 620","2022-11-17","2022-12-03","18435.47","Publico Alvo 1",NULL,NULL,"22.94","1000000"
1621,"Campanha 621","2024-03-11","2024-04-05","49540.18","Publico Alvo 2","Sites de Notícias","Divulgação","22.59","1000000"
1622,"Campanha 622","2022-06-10","2022-07-09","46105.48","Publico Alvo 3","Redes Sociais",NULL,"3.81","8000000"
1623,"Campanha 623","2023-02-10","2023-03-05","25833.40","Publico Alvo 4","Sites de Notícias","Mais Seguidores","19.33","3000000"
1624,"Campanha 624","2024-11-25","2024-12-21","83128.20","Publico Alvo 5","Redes Sociais",NULL,"9.44","9000000"
1625,"Campanha 625","2024-01-28","2024-02-11",NULL,"Publico Alvo 1","Redes Sociais",NULL,"5.73","6000000"
1626,"Campanha 626","2022-12-02","2022-12-23",NULL,"Publico Alvo 2","Google","Mais Seguidores","24.48","1000000"
1627,"Campanha 627","2022-03-30","2022-04-29","56044.17","?","Google","Mais Seguidores","25.24","5000000"
1628,"Campanha 628","2024-01-11","2024-01-20","51068.91","Publico Alvo 4","Sites de Notícias","Mais Seguidores","21.04","7000000"
1629,"Campanha 629","2025-01-17","2025-01-27","65277.88","Publico Alvo 5","Google","Divulgação","1.43","4000000"
1630,"Campanha 630","2021-09-14","2021-09-16","7769.42","Publico Alvo 1","Sites de Notícias","Divulgação","7.57","8000000"
1631,"Campanha 631","2021-11-23","2021-12-01","56506.11","Publico Alvo 2","Sites de Notícias",NULL,"17.02","9000000"
1632,"Campanha 632","2024-12-20","2024-12-29","7322.95","Publico Alvo 3","Google","Divulgação","29.30","3000000"
1633,"Campanha 633","2023-05-05","2023-05-29","15588.08","?",NULL,NULL,"3.39","6000000"
1634,"Campanha 634","2024-03-17","2024-03-26","56418.31","Publico Alvo 5","Redes Sociais","Mais Seguidores","0.19","5000000"
1635,"Campanha 635","2023-05-22","2023-06-02","26970.65","?","Redes Sociais",NULL,"8.97","8000000"
1636,"Campanha 636","2023-12-15","2023-12-29","57802.38","Publico Alvo 2","Google","Mais Seguidores","6.06","2000000"
1637,"Campanha 637","2024-05-18","2024-05-20",NULL,"Publico Alvo 3",NULL,"Promocional","21.38","10000000"
1638,"Campanha 638","2022-09-22","2022-10-11",NULL,"?","Sites de Notícias","Promocional","9.65","7000000"
1639,"Campanha 639","2022-02-05","2022-02-14","24403.40","?","Google","Mais Seguidores","23.19","6000000"
1640,"Campanha 640","2021-09-21","2021-09-23","37966.23","Publico Alvo 1","Google","Promocional","10.07","1000000"
1641,"Campanha 641","2024-01-29","2024-02-25","48084.03","?",NULL,"Promocional","25.55","1000000"
1642,"Campanha 642","2022-05-25","2022-06-09",NULL,"?","Sites de Notícias","Promocional","24.89","3000000"
1643,"Campanha 643","2023-10-08","2023-10-28","82680.69","Publico Alvo 4",NULL,"Promocional","16.66","7000000"
1644,"Campanha 644","2022-08-05","2022-08-09","27735.51","?","Sites de Notícias","Promocional","3.63","8000000"
1645,"Campanha 645","2024-12-02","2024-12-30","70021.32","?","Redes Sociais","Mais Seguidores","1.90","7000000"
1646,"Campanha 646","2022-03-24","2022-04-10","88034.05","Publico Alvo 2","Google","Promocional","1.87","1000000"
1647,"Campanha 647","2024-04-06","2024-04-26","39888.00","?","Google",NULL,"22.50","5000000"
1648,"Campanha 648","2025-01-06","2025-01-31","17674.47","?","Redes Sociais",NULL,"6.73","1000000"
1649,"Campanha 649","2022-07-28","2022-08-07","91306.95","Publico Alvo 5",NULL,"Promocional","13.78","4000000"
1650,"Campanha 650","2025-03-16","2025-04-04","39654.93","Publico Alvo 1","Redes Sociais","Promocional","9.43","5000000"
1651,"Campanha 651","2024-08-25","2024-09-01","13784.45","?","Sites de Notícias","Divulgação","27.62","10000000"
1652,"Campanha 652","2021-10-04","2021-10-09","33545.70","?",NULL,"Promocional","29.73","8000000"
1653,"Campanha 653","2023-09-16","2023-09-22","29183.66","Publico Alvo 4","Redes Sociais","Mais Seguidores","5.08","5000000"
1654,"Campanha 654","2022-10-13","2022-11-07","15975.21","Publico Alvo 5","Redes Sociais","Promocional","10.08","4000000"
1655,"Campanha 655","2023-11-23","2023-12-18","97666.37","Publico Alvo 1",NULL,"Promocional","13.41","3000000"
1656,"Campanha 656","2024-03-28","2024-04-25","89313.02","Publico Alvo 2",NULL,"Mais Seguidores","7.14","9000000"
1657,"Campanha 657","2022-09-21","2022-09-24","2138.99","Publico Alvo 3","Google","Promocional","9.45","9000000"
1658,"Campanha 658","2024-10-02","2024-10-05","3675.52","Publico Alvo 4","Redes Sociais","Promocional","4.79","4000000"
1659,"Campanha 659","2023-09-25","2023-10-22","50587.48","?","Redes Sociais","Promocional","10.67","4000000"
1660,"Campanha 660","2025-01-14","2025-02-11","26280.17","Publico Alvo 1","Redes Sociais","Promocional","15.64","7000000"
1661,"Campanha 661","2021-09-08","2021-09-24","47745.77","?",NULL,"Promocional","17.76","7000000"
1662,"Campanha 662","2022-07-24","2022-08-08","5695.08","Publico Alvo 3","Google","Promocional","29.23","9000000"
1663,"Campanha 663","2024-11-06","2024-11-13","28986.71","?","Sites de Notícias","Divulgação","2.96","9000000"
1664,"Campanha 664","2023-07-26","2023-07-30","28254.05","Publico Alvo 5","Sites de Notícias","Mais Seguidores","1.45","10000000"
1665,"Campanha 665","2023-03-30","2023-04-04","35527.45","Publico Alvo 1","Google","Divulgação","17.45","9000000"
1666,"Campanha 666","2021-10-09","2021-11-07","24811.41","?","Redes Sociais",NULL,"0.67","9000000"
1667,"Campanha 667","2024-03-29","2024-04-19","87970.77","Publico Alvo 3",NULL,NULL,"3.43","3000000"
1668,"Campanha 668","2023-03-11","2023-03-21","21318.04","Publico Alvo 4","Google","Promocional","4.78","4000000"
1669,"Campanha 669","2023-03-31","2023-04-02","41304.16","?",NULL,"Divulgação","29.30","1000000"
1670,"Campanha 670","2021-10-26","2021-10-29","1978.10","Publico Alvo 1","Redes Sociais","Promocional","24.29","4000000"
1671,"Campanha 671","2024-12-27","2025-01-16","23035.68","Publico Alvo 2","Redes Sociais","Promocional","21.56","5000000"
1672,"Campanha 672","2023-04-10","2023-04-17","16748.89","Publico Alvo 3","Sites de Notícias","Mais Seguidores","0.61","7000000"
1673,"Campanha 673","2023-05-18","2023-06-03","74383.68","?",NULL,"Promocional","26.01","1000000"
1674,"Campanha 674","2025-05-01","2025-05-20",NULL,"Publico Alvo 5","Google",NULL,"18.58","8000000"
1675,"Campanha 675","2023-01-31","2023-02-01","25398.52","?",NULL,"Divulgação","4.70","5000000"
1676,"Campanha 676","2023-08-09","2023-08-25","80123.72","Publico Alvo 2","Google","Mais Seguidores","26.93","10000000"
1677,"Campanha 677","2023-11-10","2023-11-18","60454.92","?","Sites de Notícias","Promocional","9.86","1000000"
1678,"Campanha 678","2021-08-20","2021-09-01",NULL,"Publico Alvo 4","Google","Divulgação","23.86","5000000"
1679,"Campanha 679","2023-07-19","2023-08-04","79406.09","Publico Alvo 5","Sites de Notícias","Mais Seguidores","25.88","8000000"
1680,"Campanha 680","2023-04-02","2023-04-14","66513.57","?","Sites de Notícias","Promocional","8.78","10000000"
1681,"Campanha 681","2024-03-30","2024-04-06","43455.83","Publico Alvo 2","Google","Divulgação","7.59","8000000"
1682,"Campanha 682","2024-07-18","2024-08-05","56694.87","Publico Alvo 3","Redes Sociais","Mais Seguidores","24.41","10000000"
1683,"Campanha 683","2024-12-29","2024-12-30","76130.56","?","Google","Divulgação","7.19","4000000"
1684,"Campanha 684","2022-11-25","2022-12-09","1936.13","Publico Alvo 5","Google","Divulgação","20.53","8000000"
1685,"Campanha 685","2023-03-17","2023-03-20","7305.44","?","Sites de Notícias","Mais Seguidores","15.76","5000000"
1686,"Campanha 686","2021-08-04","2021-08-15","85318.23","Publico Alvo 2","Redes Sociais","Promocional","4.90","3000000"
1687,"Campanha 687","2024-03-08","2024-03-30","43478.95","Publico Alvo 3","Redes Sociais","Mais Seguidores","28.78","8000000"
1688,"Campanha 688","2021-10-11","2021-10-21","19738.03","Publico Alvo 4","Google","Promocional","29.81","1000000"
1689,"Campanha 689","2025-04-25","2025-04-29","27304.82","Publico Alvo 5","Google","Divulgação","24.89","10000000"
1690,"Campanha 690","2021-12-15","2022-01-08","16384.83","Publico Alvo 1",NULL,"Mais Seguidores","18.62","5000000"
1691,"Campanha 691","2023-06-06","2023-06-11",NULL,"Publico Alvo 2","Redes Sociais","Promocional","14.48","1000000"
1692,"Campanha 692","2022-05-07","2022-05-23","10968.84","?","Sites de Notícias","Divulgação","3.29","1000000"
1693,"Campanha 693","2024-11-12","2024-12-03","50949.32","Publico Alvo 4","Sites de Notícias","Mais Seguidores","3.34","7000000"
1694,"Campanha 694","2024-06-20","2024-07-19","6174.40","?",NULL,"Divulgação","23.28","2000000"
1695,"Campanha 695","2022-09-21","2022-09-30","80701.79","Publico Alvo 1","Google","Promocional","18.71","1000000"
1696,"Campanha 696","2023-02-21","2023-03-07","86756.43","Publico Alvo 2","Redes Sociais","Promocional","6.40","8000000"
1697,"Campanha 697","2023-08-23","2023-08-30","44071.28","Publico Alvo 3","Google","Divulgação","1.45","10000000"
1698,"Campanha 698","2024-04-25","2024-05-07","11950.88","Publico Alvo 4","Redes Sociais","Promocional","12.92","4000000"
1699,"Campanha 699","2024-05-01","2024-05-12","37958.54","Publico Alvo 5",NULL,"Mais Seguidores","21.11","8000000"
1700,"Campanha 700","2022-03-31","2022-04-05","46431.64","Publico Alvo 1",NULL,"Mais Seguidores","22.88","1000000"
1701,"Campanha 701","2023-07-17","2023-07-31",NULL,"?",NULL,"Promocional","0.04","9000000"
1702,"Campanha 702","2022-01-28","2022-02-14","31532.19","Publico Alvo 3","Sites de Notícias","Divulgação","8.92","10000000"
1703,"Campanha 703","2022-04-12","2022-05-06","17873.65","Publico Alvo 4","Redes Sociais","Divulgação","26.37","1000000"
1704,"Campanha 704","2024-06-23","2024-07-20","12475.78","Publico Alvo 5","Sites de Notícias","Divulgação","23.84","4000000"
1705,"Campanha 705","2023-12-14","2023-12-23","92204.30","Publico Alvo 1","Redes Sociais","Divulgação","3.44","7000000"
1706,"Campanha 706","2023-10-02","2023-10-14","11924.39","Publico Alvo 2","Sites de Notícias",NULL,"21.91","2000000"
1707,"Campanha 707","2024-04-15","2024-05-14",NULL,"Publico Alvo 3","Sites de Notícias","Mais Seguidores","0.78","9000000"
1708,"Campanha 708","2021-10-31","2021-11-29","32659.92","Publico Alvo 4","Redes Sociais",NULL,"4.93","2000000"
1709,"Campanha 709","2022-11-09","2022-11-20","72656.47","Publico Alvo 5","Google","Promocional","16.77","7000000"
1710,"Campanha 710","2024-03-12","2024-03-27","20647.00","Publico Alvo 1","Google",NULL,"18.93","2000000"
1711,"Campanha 711","2022-08-07","2022-08-08","23058.75","Publico Alvo 2","Google","Mais Seguidores","4.79","7000000"
1712,"Campanha 712","2023-01-06","2023-02-04","49249.29","Publico Alvo 3","Sites de Notícias","Mais Seguidores","27.94","7000000"
1713,"Campanha 713","2023-04-22","2023-05-03","38277.73","Publico Alvo 4",NULL,"Divulgação","9.63","2000000"
1714,"Campanha 714","2022-04-06","2022-04-27","84531.17","Publico Alvo 5","Google","Mais Seguidores","2.84","2000000"
1715,"Campanha 715","2021-12-14","2022-01-06","21293.26","?","Sites de Notícias","Mais Seguidores","11.36","6000000"
1716,"Campanha 716","2022-12-02","2022-12-07","49002.75","Publico Alvo 2","Sites de Notícias",NULL,"3.19","6000000"
1717,"Campanha 717","2024-10-06","2024-10-30","67816.28","Publico Alvo 3","Redes Sociais","Mais Seguidores","4.80","2000000"
1718,"Campanha 718","2021-12-02","2021-12-17","19457.38","Publico Alvo 4","Google","Promocional","2.79","8000000"
1719,"Campanha 719","2024-09-01","2024-09-25","72204.56","Publico Alvo 5",NULL,"Promocional","0.90","9000000"
1720,"Campanha 720","2023-11-22","2023-12-19",NULL,"Publico Alvo 1","Google","Mais Seguidores","25.36","9000000"
1721,"Campanha 721","2023-07-15","2023-08-02",NULL,"?","Google","Mais Seguidores","15.75","2000000"
1722,"Campanha 722","2024-08-22","2024-08-25",NULL,"Publico Alvo 3","Redes Sociais","Mais Seguidores","18.24","7000000"
1723,"Campanha 723","2021-12-21","2022-01-15","77019.80","Publico Alvo 4","Sites de Notícias","Promocional","21.10","2000000"
1724,"Campanha 724","2023-05-08","2023-05-29","44137.14","Publico Alvo 5","Sites de Notícias","Mais Seguidores","13.95","6000000"
1725,"Campanha 725","2021-10-26","2021-11-17","64134.17","Publico Alvo 1","Redes Sociais","Promocional","29.56","5000000"
1726,"Campanha 726","2021-11-02","2021-11-28","25305.56","Publico Alvo 2","Redes Sociais","Mais Seguidores","11.47","8000000"
1727,"Campanha 727","2022-01-27","2022-02-15","95184.89","Publico Alvo 3","Google","Divulgação","16.27","9000000"
1728,"Campanha 728","2025-03-06","2025-03-19","57284.43","?",NULL,"Divulgação","7.27","1000000"
1729,"Campanha 729","2022-12-16","2023-01-12","24146.78","Publico Alvo 5","Sites de Notícias","Divulgação","4.78","7000000"
1730,"Campanha 730","2024-12-26","2025-01-13","62636.37","Publico Alvo 1","Redes Sociais","Promocional","7.13","3000000"
1731,"Campanha 731","2025-02-10","2025-03-05","99578.83","Publico Alvo 2","Redes Sociais","Promocional","16.26","6000000"
1732,"Campanha 732","2023-06-21","2023-07-17","20564.62","?","Sites de Notícias","Divulgação","14.43","8000000"
1733,"Campanha 733","2022-10-04","2022-10-10","50577.53","?","Sites de Notícias","Promocional","20.15","6000000"
1734,"Campanha 734","2024-05-22","2024-06-04",NULL,"Publico Alvo 5","Google","Promocional","12.25","7000000"
1735,"Campanha 735","2024-12-05","2024-12-08","19194.71","Publico Alvo 1","Redes Sociais","Promocional","6.11","3000000"
1736,"Campanha 736","2022-08-23","2022-09-11","19765.92","?","Sites de Notícias","Promocional","21.10","9000000"
1737,"Campanha 737","2022-05-16","2022-06-03","18853.14","Publico Alvo 3",NULL,"Promocional","21.60","1000000"
1738,"Campanha 738","2021-09-03","2021-09-06","2004.84","Publico Alvo 4","Sites de Notícias","Promocional","23.67","10000000"
1739,"Campanha 739","2023-10-20","2023-11-12","45800.36","Publico Alvo 5","Redes Sociais","Mais Seguidores","4.26","3000000"
1740,"Campanha 740","2024-07-03","2024-07-09","62968.61","Publico Alvo 1","Google","Divulgação","26.27","7000000"
1741,"Campanha 741","2023-07-10","2023-08-02",NULL,"Publico Alvo 2","Sites de Notícias","Promocional","12.16","5000000"
1742,"Campanha 742","2021-08-17","2021-08-21",NULL,"Publico Alvo 3","Sites de Notícias","Divulgação","1.70","10000000"
1743,"Campanha 743","2024-08-19","2024-08-21",NULL,"Publico Alvo 4","Redes Sociais","Promocional","18.12","2000000"
1744,"Campanha 744","2024-12-19","2024-12-29","19751.75","Publico Alvo 5","Sites de Notícias","Promocional","17.76","10000000"
1745,"Campanha 745","2024-05-06","2024-05-07","41540.88","Publico Alvo 1","Sites de Notícias","Promocional","6.83","5000000"
1746,"Campanha 746","2021-11-07","2021-11-27","29184.67","?","Redes Sociais",NULL,"10.37","2000000"
1747,"Campanha 747","2021-08-11","2021-08-12","45215.71","?",NULL,"Promocional","21.55","6000000"
1748,"Campanha 748","2024-05-23","2024-06-08","27089.80","Publico Alvo 4","Redes Sociais","Promocional","19.70","5000000"
1749,"Campanha 749","2024-10-12","2024-10-26","83949.61","Publico Alvo 5","Redes Sociais","Mais Seguidores","5.40","6000000"
1750,"Campanha 750","2024-08-24","2024-09-12","25901.65","Publico Alvo 1","Redes Sociais","Promocional","9.88","6000000"
1751,"Campanha 751","2022-07-16","2022-07-21","86623.59","Publico Alvo 2","Google","Mais Seguidores","21.18","8000000"
1752,"Campanha 752","2023-01-30","2023-02-23","71368.92","Publico Alvo 3","Google","Divulgação","17.22","6000000"
1753,"Campanha 753","2023-09-03","2023-09-16","72591.14","Publico Alvo 4","Redes Sociais","Divulgação","19.55","3000000"
1754,"Campanha 754","2023-04-28","2023-05-06","12324.01","?","Sites de Notícias","Divulgação","1.51","8000000"
1755,"Campanha 755","2022-04-04","2022-04-10","87439.66","Publico Alvo 1",NULL,"Mais Seguidores","24.18","7000000"
1756,"Campanha 756","2023-02-10","2023-02-11",NULL,"Publico Alvo 2",NULL,"Divulgação","22.16","10000000"
1757,"Campanha 757","2025-02-07","2025-02-19",NULL,"Publico Alvo 3",NULL,"Promocional","23.34","1000000"
1758,"Campanha 758","2024-11-20","2024-11-23","56283.16","Publico Alvo 4","Google","Divulgação","21.19","2000000"
1759,"Campanha 759","2022-11-30","2022-12-08","21754.69","Publico Alvo 5","Sites de Notícias",NULL,"0.23","8000000"
1760,"Campanha 760","2022-03-18","2022-04-07","49615.93","Publico Alvo 1","Redes Sociais","Mais Seguidores","13.92","10000000"
1761,"Campanha 761","2023-11-27","2023-12-10",NULL,"Publico Alvo 2","Sites de Notícias","Mais Seguidores","6.36","4000000"
1762,"Campanha 762","2022-07-15","2022-08-13","9968.67","Publico Alvo 3","Redes Sociais","Promocional","1.15","8000000"
1763,"Campanha 763","2023-07-31","2023-08-09","54688.05","?","Google","Promocional","25.41","8000000"
1764,"Campanha 764","2024-03-05","2024-03-21","59968.79","Publico Alvo 5","Sites de Notícias","Promocional","17.57","2000000"
1765,"Campanha 765","2021-12-07","2021-12-23","35821.80","Publico Alvo 1","Sites de Notícias",NULL,"23.74","9000000"
1766,"Campanha 766","2024-04-18","2024-05-11","3451.01","Publico Alvo 2","Google","Mais Seguidores","1.23","9000000"
1767,"Campanha 767","2025-03-16","2025-03-30","30929.15","Publico Alvo 3","Redes Sociais",NULL,"8.82","3000000"
1768,"Campanha 768","2023-10-02","2023-10-25",NULL,"?","Sites de Notícias","Promocional","26.51","3000000"
1769,"Campanha 769","2023-01-18","2023-01-29","22660.50","Publico Alvo 5","Sites de Notícias","Divulgação","9.49","10000000"
1770,"Campanha 770","2022-05-17","2022-06-12",NULL,"Publico Alvo 1","Sites de Notícias",NULL,"3.24","8000000"
1771,"Campanha 771","2023-11-04","2023-11-12","3617.86","Publico Alvo 2","Google","Divulgação","29.11","7000000"
1772,"Campanha 772","2022-05-15","2022-05-21","36522.74","Publico Alvo 3","Redes Sociais","Divulgação","5.47","1000000"
1773,"Campanha 773","2023-09-12","2023-09-20",NULL,"?",NULL,"Mais Seguidores","2.27","3000000"
1774,"Campanha 774","2022-07-30","2022-08-11","66146.46","Publico Alvo 5","Google","Divulgação","2.44","6000000"
1775,"Campanha 775","2022-03-09","2022-03-14","28234.87","?","Sites de Notícias","Divulgação","21.93","6000000"
1776,"Campanha 776","2024-09-02","2024-09-09","14204.88","?","Redes Sociais","Divulgação","18.61","4000000"
1777,"Campanha 777","2021-11-29","2021-12-21","5162.88","Publico Alvo 3","Google",NULL,"16.63","5000000"
1778,"Campanha 778","2022-10-31","2022-11-05","1252.38","Publico Alvo 4","Redes Sociais","Divulgação","24.89","8000000"
1779,"Campanha 779","2022-02-14","2022-02-25","79013.40","Publico Alvo 5","Google","Mais Seguidores","27.83","4000000"
1780,"Campanha 780","2022-08-03","2022-08-22","92272.85","Publico Alvo 1","Google","Mais Seguidores","25.05","5000000"
1781,"Campanha 781","2024-05-27","2024-06-05","69048.56","Publico Alvo 2","Redes Sociais",NULL,"18.27","2000000"
1782,"Campanha 782","2023-11-17","2023-11-21",NULL,"?","Sites de Notícias",NULL,"16.44","5000000"
1783,"Campanha 783","2023-12-23","2024-01-02","146.37","Publico Alvo 4","Google","Mais Seguidores","8.47","9000000"
1784,"Campanha 784","2021-08-23","2021-09-08","11404.36","Publico Alvo 5","Redes Sociais","Promocional","24.31","7000000"
1785,"Campanha 785","2021-06-20","2021-06-24","44927.22","Publico Alvo 1","Google","Mais Seguidores","18.18","6000000"
1786,"Campanha 786","2022-02-10","2022-02-23","12814.96","Publico Alvo 2","Google","Mais Seguidores","17.39","8000000"
1787,"Campanha 787","2023-06-13","2023-07-12","56787.30","Publico Alvo 3","Sites de Notícias","Mais Seguidores","7.52","1000000"
1788,"Campanha 788","2022-04-21","2022-05-10","4724.25","?","Sites de Notícias","Mais Seguidores","12.95","9000000"
1789,"Campanha 789","2025-01-30","2025-02-21","70431.16","Publico Alvo 5","Redes Sociais",NULL,"27.97","10000000"
1790,"Campanha 790","2024-08-09","2024-08-12",NULL,"?",NULL,"Mais Seguidores","25.04","6000000"
1791,"Campanha 791","2024-03-24","2024-04-21","31473.58","Publico Alvo 2","Sites de Notícias","Divulgação","0.63","9000000"
1792,"Campanha 792","2023-03-06","2023-03-31","54259.34","Publico Alvo 3","Sites de Notícias","Promocional","10.46","5000000"
1793,"Campanha 793","2023-07-08","2023-07-26","2560.03","Publico Alvo 4","Google","Mais Seguidores","7.78","5000000"
1794,"Campanha 794","2025-03-25","2025-04-14","51825.82","Publico Alvo 5","Redes Sociais","Divulgação","9.05","3000000"
1795,"Campanha 795","2022-12-01","2022-12-15","44343.46","Publico Alvo 1","Sites de Notícias","Promocional","13.94","2000000"
1796,"Campanha 796","2025-02-19","2025-02-26","35490.15","Publico Alvo 2",NULL,"Divulgação","9.22","6000000"
1797,"Campanha 797","2022-08-11","2022-08-27","88457.47","Publico Alvo 3","Google","Divulgação","9.32","7000000"
1798,"Campanha 798","2023-10-10","2023-10-31",NULL,"Publico Alvo 4","Redes Sociais","Promocional","11.65","5000000"
1799,"Campanha 799","2022-07-24","2022-08-20","94229.88","?","Sites de Notícias","Divulgação","2.25","4000000"
1800,"Campanha 800","2025-04-16","2025-05-07","35153.46","Publico Alvo 1","Google","Promocional","0.07","9000000"
1801,"Campanha 801","2024-09-26","2024-10-08","2797.23","?","Sites de Notícias","Mais Seguidores","12.83","8000000"
1802,"Campanha 802","2024-09-16","2024-10-03","50470.45","?","Google","Mais Seguidores","16.25","9000000"
1803,"Campanha 803","2021-10-17","2021-11-13","27783.50","Publico Alvo 4","Sites de Notícias",NULL,"2.75","5000000"
1804,"Campanha 804","2024-04-29","2024-05-18","22156.58","Publico Alvo 5","Google","Promocional","2.35","9000000"
1805,"Campanha 805","2024-07-26","2024-08-05","3241.48","Publico Alvo 1","Google",NULL,"10.09","7000000"
1806,"Campanha 806","2022-11-06","2022-11-07",NULL,"?","Google","Promocional","28.05","5000000"
1807,"Campanha 807","2021-08-23","2021-09-05","2654.16","Publico Alvo 3","Google","Promocional","13.54","7000000"
1808,"Campanha 808","2022-05-16","2022-06-04",NULL,"Publico Alvo 4","Google","Promocional","27.68","2000000"
1809,"Campanha 809","2025-04-13","2025-05-07","77980.40","Publico Alvo 5","Google","Divulgação","18.60","3000000"
1810,"Campanha 810","2022-08-05","2022-08-31","89783.13","?","Google","Promocional","14.68","9000000"
1811,"Campanha 811","2023-11-11","2023-11-19","19754.06","Publico Alvo 2","Sites de Notícias","Promocional","5.81","2000000"
1812,"Campanha 812","2023-10-12","2023-10-14","50423.02","Publico Alvo 3","Google","Divulgação","4.66","6000000"
1813,"Campanha 813","2024-02-14","2024-02-29",NULL,"Publico Alvo 4",NULL,"Divulgação","22.83","2000000"
1814,"Campanha 814","2022-03-31","2022-04-25",NULL,"Publico Alvo 5",NULL,"Divulgação","24.17","5000000"
1815,"Campanha 815","2023-10-25","2023-11-11",NULL,"Publico Alvo 1",NULL,"Divulgação","14.94","10000000"
1816,"Campanha 816","2023-05-21","2023-05-22",NULL,"Publico Alvo 2","Google",NULL,"6.56","9000000"
1817,"Campanha 817","2023-01-24","2023-01-26","82978.38","Publico Alvo 3","Sites de Notícias",NULL,"16.44","6000000"
1818,"Campanha 818","2023-02-07","2023-02-15",NULL,"Publico Alvo 4","Google","Promocional","28.16","1000000"
1819,"Campanha 819","2022-07-13","2022-07-21","69178.05","Publico Alvo 5","Google","Divulgação","27.15","1000000"
1820,"Campanha 820","2024-06-29","2024-07-02","21192.54","Publico Alvo 1","Google","Divulgação","23.63","6000000"
1821,"Campanha 821","2024-11-25","2024-12-13","60106.23","Publico Alvo 2","Redes Sociais","Promocional","24.81","1000000"
1822,"Campanha 822","2023-08-19","2023-08-29","4879.14","?",NULL,NULL,"8.82","8000000"
1823,"Campanha 823","2024-12-27","2025-01-19",NULL,"Publico Alvo 4","Google","Promocional","0.43","6000000"
1824,"Campanha 824","2023-12-18","2024-01-05","23782.60","Publico Alvo 5","Google","Mais Seguidores","26.88","9000000"
1825,"Campanha 825","2023-01-27","2023-01-30","3491.83","?","Sites de Notícias","Mais Seguidores","12.55","5000000"
1826,"Campanha 826","2024-09-09","2024-10-01",NULL,"Publico Alvo 2","Google","Mais Seguidores","22.71","6000000"
1827,"Campanha 827","2022-02-23","2022-03-22",NULL,"Publico Alvo 3","Redes Sociais","Divulgação","23.83","7000000"
1828,"Campanha 828","2024-01-07","2024-01-24","7432.52","Publico Alvo 4","Redes Sociais",NULL,"16.08","3000000"
1829,"Campanha 829","2024-06-22","2024-07-18","75807.87","Publico Alvo 5",NULL,"Promocional","20.78","2000000"
1830,"Campanha 830","2023-10-07","2023-10-24",NULL,"Publico Alvo 1","Google",NULL,"11.62","9000000"
1831,"Campanha 831","2024-06-15","2024-06-17",NULL,"Publico Alvo 2","Sites de Notícias","Divulgação","0.95","2000000"
1832,"Campanha 832","2022-09-17","2022-10-05","78555.63","?",NULL,"Divulgação","4.92","9000000"
1833,"Campanha 833","2025-05-21","2025-05-23","94886.98","Publico Alvo 4","Redes Sociais","Mais Seguidores","21.79","5000000"
1834,"Campanha 834","2021-12-03","2021-12-22","88767.46","Publico Alvo 5","Redes Sociais","Promocional","7.83","9000000"
1835,"Campanha 835","2024-09-17","2024-09-25","60782.42","Publico Alvo 1",NULL,"Divulgação","19.95","10000000"
1836,"Campanha 836","2022-07-05","2022-07-06","81076.17","Publico Alvo 2","Google","Promocional","21.36","4000000"
1837,"Campanha 837","2023-06-15","2023-06-24","44241.02","?","Sites de Notícias","Promocional","23.94","2000000"
1838,"Campanha 838","2023-04-21","2023-05-07","92461.96","Publico Alvo 4","Sites de Notícias","Divulgação","21.24","3000000"
1839,"Campanha 839","2021-10-19","2021-11-06","10110.45","Publico Alvo 5",NULL,"Mais Seguidores","14.87","3000000"
